Virtual Poster No	Abstract Title	Presenter First Name	Presenter Last Name	Submitter Institution	Parent Category	Primary Category	PDF
2781	qEEGT-CBRAIN for Open Science		Bosch-Bayard				https://cdn-akamai.6connex.com//645/1827//OHBM_Qeegt-Cbrain_Poster_2020_15922367208559419.pdf
